head,rel,tail
P45985,i,P63000
P06213,i,P31431
P10398,i,P27361
Q9NYV4,i,Q8TEW0
Q96RR4,i,P04792
P06493,i,O95832
O00311,i,Q12846
P53355,i,P35579
P45983,i,Q13153
Q13153,i,P11021
P52333,i,P31146
Q13535,i,P19022
Q9NYV4,i,P31146
Q15569,i,P18206
P15056,i,Q9Y4G8
P07332,i,P17931
Q15139,i,P00749
P48729,i,Q15366
Q99640,i,P04083
Q8N2W9,i,Q8N2W9
Q9NQU5,i,P62834
Q6IQ55,i,P31645
Q9NYV4,i,O60716
Q96S44,i,Q03135
O76039,i,Q05513
Q07912,i,O60716
P43403,i,Q9Y698
P07948,i,P56817
P06493,i,P06729
Q13535,i,Q14161
Q15418,i,P26038
Q9NQU5,i,O00560
P51955,i,Q8TEW0
Q00534,i,P15311
Q99759,i,P19022
Q9UBS0,i,P11912
P54646,i,P41743
Q8TD19,i,P46783
Q15569,i,O43707
O96017,i,Q02750
P27448,i,Q14155
Q99558,i,P30050
P27361,i,P54132
P08631,i,P04792
Q92630,i,P23396
Q9UBS0,i,P31645
Q86Y07,i,P08631
Q9BYP7,i,P17661
O14730,i,O00560
P00519,i,Q92542
Q16816,i,P04040
Q15418,i,P11233
P09619,i,P11021
P67870,i,P13861
Q86Y07,i,Q6UVK1
Q7KZI7,i,P63000
Q9HCP0,i,P08631
Q9BUB5,i,Q03135
P53350,i,Q15654
Q13043,i,P05023
P29317,i,P62491
Q13131,i,P63328
Q7L7X3,i,Q8WXH0
Q8TD19,i,P0DMV8
Q15120,i,Q14161
Q6IQ55,i,Q86UL8
O00418,i,O60716
P05129,i,P13688
Q9UHD2,i,Q12959
Q9NRM7,i,P0DMV8
P53671,i,P06396
P19525,i,P06748
P49137,i,P62280
O14920,i,Q92974
Q05655,i,Q9UQB3
Q13188,i,Q6UVK1
Q00535,i,Q9UQB3
P31751,i,P61073
P29597,i,Q9Y4G8
P53778,i,Q86UL8
Q7L7X3,i,Q02750
O14757,i,Q13418
P27361,i,Q96J02
P08069,i,Q12846
PR:000003197,i,Q03135
Q9P289,i,Q86UL8
Q15418,i,Q14118
P06493,i,Q8IY63
P78368,i,P17655
Q9BUB5,i,P04040
P06241,i,Q07157
P49841,i,P16615
P49137,i,P31946
P43403,i,Q15700
Q13535,i,Q13045
P06493,i,P61586
Q99558,i,P18206
Q96RR4,i,Q8WXH0
P31152,i,P46783
O15530,i,Q12846
P31749,i,Q00610
Q9HC98,i,Q8TEW0
P22612,i,P11912
P31152,i,Q03135
O75914,i,P31146
Q16539,i,P10301
P53350,i,P35241
P12931,i,P61006
Q9NYV4,i,P05023
O43293,i,P27361
Q13557,i,Q03135
Q9P286,i,P62834
Q15464,i,P62280
Q9H4B4,i,P28482
P50613,i,P35372
Q13555,i,Q14289
Q96SB4,i,P15311
Q96S53,i,P30101
P28482,i,P11274
O75676,i,P22681
Q9HC98,i,P31146
Q96RR4,i,Q12959
P49841,i,P27348
P27448,i,P35372
P27361,i,Q13424
Q05513,i,P62834
Q00535,i,P54764
P68400,i,Q9UHR4
P00519,i,Q9Y624
P00533,i,P29475
Q8IV63,i,P19022
P22612,i,Q12959
Q9BYP7,i,P49768
Q13177,i,Q9H2B2
Q9BWU1,i,P39019
Q9H2X6,i,Q14676
O96013,i,Q13418
Q9BYP7,i,P46109
P43250,i,P27361
Q00526,i,Q02750
O75582,i,Q14161
P22694,i,P04040
O75914,i,P26038
Q14004,i,Q86UL8
P09619,i,O14786
P78368,i,P19022
Q16512,i,P04040
P78368,i,P50570
P09619,i,P62491
P49760,i,Q14118
Q86VP3,i,P04040
O60716,i,P35221
P51817,i,P30050
P63010,i,P42261
P43403,i,O75955
Q14012,i,Q14118
Q96Q15,i,P27361
O14965,i,Q16625
Q96J92,i,P42262
P53004,i,P05023
Q14164,i,P15311
P06239,i,Q05513
Q86Y07,i,Q13418
Q13485,i,Q6UVK1
Q13464,i,P11717
P11309,i,Q14511
P04049,i,Q9BR76
Q15349,i,P06396
PR:000035423,i,P62834
P10644,i,Q7L0J3
Q9H4B4,i,P31645
PR:000003057,i,P0DMV8
P15311,i,Q6NZI2
P62834,i,Q92542
Q9Y6E0,i,Q15366
O15111,i,P19022
P35222,i,P25054
P09619,i,P04792
Q04206,i,O14974
Q99683,i,Q14118
PR:000003057,i,O00560
Q9Y6X8,i,O60674
PR:000000104,i,P04040
P23769,i,P06396
O15111,i,P08473
O14907,i,O15511
Q02750,i,P56817
Q13586,i,P11021
P23458,i,P63073
Q13555,i,P18206
P98077,i,Q8TEW0
P29317,i,Q12846
Q9Y572,i,P62258
P04629,i,Q07954
O15264,i,P31645
Q9GZQ8,i,Q86UL8
P15056,i,P06396
Q14289,i,O75955
O15264,i,Q16625
Q16584,i,Q9Y4G8
Q92769,i,Q6UVK1
P09619,i,Q12846
O60563,i,O00560
P50402,i,P35372
Q15120,i,O75955
Q9Y5Y5,i,P62834
Q8WYK2,i,Q02750
Q8N2W9,i,Q14511
P34932,i,P04040
Q9BXM7,i,P26038
P42685,i,O15511
P51955,i,P13498
Q9Y6W5,i,P05023
Q8TDC3,i,O60716
O43683,i,P27361
Q13557,i,Q15366
Q15131,i,P04083
P41279,i,P27348
Q13257,i,P13498
Q9UPN9,i,P27361
Q9UPZ9,i,P62280
Q13554,i,P08473
Q07912,i,Q9Y4G8
PR:000015829,i,P05023
P53779,i,P18206
Q13554,i,P61978
Q9UL54,i,P12830
Q8TAS1,i,Q14511
P15531,i,P26038
O75385,i,P27361
O95218,i,P35372
Q14573,i,P61587
P42858,i,P04083
P50613,i,P50570
Q07869,i,P17655
O75925,i,O00560
Q16611,i,Q14451
Q9UHD2,i,Q14155
Q9NYY3,i,Q9BR76
P42679,i,Q14160
P49841,i,Q14155
P53778,i,P11021
Q13557,i,P62834
P50613,i,Q8WXH0
P0C731,i,P30279
O15379,i,P04083
P04637,i,O15143
O75912,i,Q05513
P25098,i,P07737
O00311,i,P31645
P98161,i,Q12959
O75582,i,P15311
P21980,i,Q14118
P53778,i,P14923
P32780,i,P28482
P19525,i,P04083
Q13153,i,P12830
O14777,i,P00523
Q15464,i,P05023
Q9UQB9,i,Q14160
P43405,i,Q12846
Q00534,i,P13688
Q96S53,i,Q8TDY4
Q15139,i,P11912
O43482,i,Q9BR76
Q99759,i,Q14155
Q9UHD2,i,Q86UL8
P04413,i,P27348
P42345,i,P27824
Q9H4B6,i,P78352
Q53ET0,i,P27361
Q16539,i,Q14289
P16070,i,P04629
P63101,i,P63000
Q15831,i,P39019
Q09013,i,Q12959
Q9P2K8,i,P30050
P16591,i,P63101
O94806,i,P07947
Q9Y572,i,P06396
P36888,i,P04083
Q8IW41,i,P26038
Q9UKV8,i,P27361
Q96HY6,i,P62745
P25098,i,Q8TEW0
O43318,i,P62258
Q5VT25,i,Q05513
Q7KZI7,i,O00161
Q9UK76,i,P26038
P21675,i,P13861
A0A059VC25,i,Q03135
PR:000035365,i,O00560
Q9UQB9,i,P06396
Q16654,i,O00560
P55211,i,Q03135
P24723,i,P30101
O00141,i,P51636
Q9BS79,i,P31146
Q00526,i,P06748
O75385,i,P11233
P33981,i,P50570
P51617,i,P27361
P07948,i,Q9H3Z4
P41159,i,P61073
Q9BXM7,i,P27361
O15111,i,Q8WXH0
P26927,i,P51636
P29323,i,P19022
P30530,i,Q9UBS5
P62913,i,P06748
Q9Y478,i,Q14155
P53671,i,Q03135
P30291,i,P04040
Q08881,i,Q13424
Q13315,i,Q7L0J3
A0A0S2Z3I6,i,P13498
P12830,i,P42261
P01116,i,O00560
P08922,i,P28482
Q9UPZ9,i,Q14511
P50613,i,P07947
P43250,i,P17661
P31946,i,P11021
P12236,i,Q12959
Q15831,i,O75955
O15357,i,Q14118
O14965,i,P05556
Q13546,i,O60716
P20936,i,O00560
O75676,i,P28482
O00444,i,O60716
Q9UNH7,i,P31146
P06730,i,P20339
P04626,i,P04040
Q92560,i,P39019
Q04912,i,P11912
Q14164,i,P07947
P37198,i,Q13045
P62260,i,O60674
Q9NYY3,i,P18206
P00519,i,P07947
P49674,i,P08631
Q14789,i,P50570
Q9Y243,i,P08473
Q02750,i,P42262
Q9UQQ2,i,P18206
O94921,i,P27361
Q8TDC3,i,P63101
P46940,i,P19022
O43521,i,P62280
Q00534,i,P19022
P15498,i,P04083
O43791,i,P11021
Q9NP31,i,P04040
P18031,i,P35241
Q99683,i,P07737
Q5TCY1,i,P61978
O00213,i,P13498
O95382,i,P27361
Q00987,i,P19022
O94804,i,Q7L0J3
P53778,i,O00161
Q15208,i,P11021
P24723,i,O15143
Q13555,i,P27361
P56589,i,P56589
Q86SG6,i,P05023
P51587,i,P06396
Q15118,i,P15311
Q15257,i,Q6UVK1
P08581,i,O75955
P36507,i,Q13418
O43293,i,O60716
P49023,i,P06396
P01375,i,P28482
Q96S53,i,Q05209
Q9Y463,i,Q8TDY4
Q9NPI6,i,P62745
P46020,i,P28482
Q02763,i,Q14118
Q15139,i,P12931
P45984,i,A0A059VC25
Q5TCX8,i,P31645
P62837,i,P26038
P19256,i,P15311
P49593,i,P27361
P34947,i,P15311
P78527,i,O15511
O95997,i,O15511
Q9HCP0,i,P27361
Q9H422,i,O75955
Q13153,i,P13688
P54764,i,P27824
Q9UBU9,i,P84098
P05231,i,P19634
P29475,i,O60716
O00141,i,P00749
Q9BZD4,i,P31645
Q68ED7,i,P31146
P07947,i,P05023
P20226,i,Q9NRL2
PR:000037513,i,P31146
P12004,i,P15311
Q9UBE8,i,P11717
Q16254,i,P30101
P51451,i,Q6UVK1
P78527,i,O95819
Q13464,i,P25054
Q9UM73,i,Q12846
P78527,i,P11912
Q92918,i,P39019
P05549,i,P31146
O60674,i,Q9H3Z4
P56589,i,P15311
P49674,i,P41743
P10398,i,Q13418
P51787,i,P31146
P33897,i,Q9H3Z4
O43684,i,P50281
Q02156,i,P62258
P04489,i,P31146
Q9UH99,i,P04040
P08183,i,Q86UL8
P61978,i,P62280
P62913,i,P39019
P25963,i,Q14511
Q15759,i,Q15366
Q5VT25,i,P19022
Q9Y6D9,i,Q9Y624
Q13547,i,P13861
Q6PGQ7,i,P61978
P05111,i,P06748
O00506,i,P28482
P45985,i,P17655
Q99836,i,Q7L0J3
P63104,i,Q05193
P09769,i,Q02750
Q9EQW6,i,Q96QB1
Q13322,i,P11233
P07949,i,P11233
P51451,i,Q14160
Q15047,i,O00560
O14641,i,P62280
PR:000026189,i,P11717
P31152,i,Q9Y4G8
Q92466,i,Q14160
Q15418,i,Q14160
Q9NRM7,i,P60953
Q9P1W9,i,Q16625
P63165,i,Q86UL8
PR:000029188,i,P06396
P37173,i,P0DMV8
P14635,i,Q7Z5H3
P63279,i,Q02750
Q9Y6K9,i,Q14118
Q969H0,i,P11717
Q13131,i,P12814
P45481,i,P17813
P48736,i,P13498
Q9H081,i,P11717
Q9BXA7,i,P46783
P45985,i,P50570
O14777,i,P27361
Q92793,i,A0A059VC25
Q16288,i,Q7L0J3
PR:000003109,i,Q03135
O95405,i,Q86UL8
P60484,i,P06396
P67870,i,Q92542
Q683Z8,i,P62834
P08238,i,O75955
P09769,i,O75955
Q7KZI7,i,Q05513
P36897,i,P19022
Q15349,i,P0DMV8
P52564,i,Q86UL8
Q12834,i,O75955
Q9NR22,i,P04040
P07948,i,P27361
P00523,i,P28482
O94806,i,P27348
Q12888,i,P39019
Q86UL8,i,Q13873
Q5VWQ8,i,P06396
P07332,i,Q86UL8
Q00534,i,P14923
P61586,i,P42261
Q5VV41,i,P06748
Q13362,i,P27361
Q9ULG1,i,P0DMV8
P10275,i,Q86UL8
Q9H7Z6,i,Q8WXH0
Q9Y2W7,i,P04083
O14641,i,Q03135
O15530,i,P63000
Q9Y5S2,i,P31146
P27708,i,P19022
O15350,i,P39019
Q9H4A3,i,P28482
Q13233,i,P11021
P53778,i,P27348
Q5XUX0,i,P26038
Q9NZJ5,i,P11912
P50613,i,P06748
Q9UQM7,i,Q92597
Q9UKA9,i,P18206
P11309,i,O00560
Q9Y2H1,i,P17661
Q14289,i,P63000
P04626,i,P31431
P23443,i,P41743
O14638,i,P35372
Q14012,i,O00560
P46734,i,P17655
P33981,i,Q14155
PR:000026457,i,P04040
Q05397,i,P18206
P52565,i,P27361
Q9NQS7,i,P04083
P40189,i,P19634
Q14680,i,P50570
Q12846,i,P49768
P48730,i,Q7L0J3
Q05397,i,P26038
Q9UKE5,i,P11717
P30530,i,P00736
Q99986,i,O60674
O94921,i,Q9Y4G8
Q8WXH0,i,P42858
P53667,i,Q15700
Q13586,i,Q13507
P38398,i,P06396
Q07820,i,P22681
P57059,i,P62280
P05129,i,P61160
Q13153,i,Q99962
Q13177,i,P12814
Q14680,i,P17655
Q02750,i,P0DMV8
Q92934,i,P11021
O95835,i,Q86UL8
Q13554,i,P39019
Q13042,i,P27361
P05129,i,Q9UQB3
P17987,i,P12814
Q05516,i,Q03135
O54918,i,P15692
Q15759,i,P31146
Q00534,i,O00161
Q13526,i,P61978
Q9GZZ1,i,P28482
Q08209,i,P61764
P29597,i,P05023
P08069,i,P11021
Q9Y5S2,i,P11274
P08581,i,P08473
P53350,i,Q13418
Q9Y463,i,P27361
O60285,i,P39019
P29597,i,O00560
Q6PHR2,i,P28482
Q86V86,i,O00560
Q5VT25,i,Q16625
Q13418,i,Q09470
P22455,i,P18206
Q9NZJ5,i,P61978
P63073,i,O00560
Q09013,i,P28482
Q96QF0,i,Q12959
P52565,i,P18206
Q6P2M8,i,P06396
Q8IZL9,i,Q13418
Q15300,i,P27361
P11309,i,P31946
Q16644,i,P62745
P10721,i,Q03135
P33176,i,P27361
P42680,i,P17655
O00444,i,P11717
P42345,i,P62258
P45973,i,P17655
P46734,i,P04083
O14578,i,P06396
P09769,i,P08473
Q13309,i,Q16526
Q16620,i,P60953
Q8N4C8,i,Q86UL8
P18075,i,P62745
P31751,i,Q96QB1
Q9YGY0,i,P0DMV8
Q15119,i,P61978
Q15835,i,P19022
PR:000037784,i,P27361
Q13237,i,Q02750
P51813,i,Q03135
P10415,i,P61978
P05067,i,Q9UQB8
O15111,i,P63000
Q9Y463,i,P62280
O75143,i,P04040
PR:000029189,i,P13612
Q16566,i,O00161
P42229,i,O15511
Q9Y3C5,i,P31645
P42679,i,Q9Y4G8
Q15208,i,Q96QB1
P20591,i,Q12959
Q7KZI7,i,P61978
P00533,i,Q05193
P25054,i,P35372
A0A173G4P4,i,P40259
P68400,i,Q92542
P51451,i,Q03135
P42336,i,P18206
Q13976,i,P62258
P33981,i,P27348
PR:000000164,i,P52799
Q9UJU2,i,O15143
Q01973,i,P05556
Q06187,i,Q8TEW0
P03247,i,Q02297
P53778,i,P12931
Q96SB4,i,P21980
P07900,i,O00161
O00506,i,Q96QB1
P00533,i,Q05586
Q9H211,i,P35372
Q9UJX3,i,P61978
O96013,i,P63101
Q9P0L2,i,P11021
Q13554,i,Q12846
A0A059VC25,i,P62834
P36888,i,P28482
Q9Y5S2,i,Q14160
P51617,i,P26038
P16591,i,Q8TEW0
Q15118,i,O15511
P55957,i,P11912
Q8TDC3,i,P11274
Q9QUR7,i,P61978
Q99986,i,Q15599
P07332,i,P11021
P61981,i,P05023
O75582,i,O15511
Q13131,i,P25054
P45985,i,P04083
Q9UNA4,i,P27361
Q6ZNE5,i,P61978
PR:000012332,i,P06396
Q9NYL2,i,P04083
Q07813,i,O15511
O60716,i,P14923
Q64127,i,P05023
P08069,i,P04083
Q8TAS1,i,P62745
P36897,i,P50570
P17275,i,Q9H2D6
O94855,i,P50570
Q9H204,i,P62280
O00444,i,P62280
Q13309,i,P35372
Q9H4B4,i,P39019
O60674,i,Q8IZP0
Q02750,i,Q14118
P63328,i,Q86UL8
P31751,i,P14923
Q9HAZ1,i,P27348
P57059,i,P11717
Q96SB4,i,P04083
Q9Y463,i,Q8TEW0
O94992,i,P13498
Q12778,i,P28482
PR:000012332,i,Q14160
Q96QB1,i,P27361
Q13618,i,P11717
P33981,i,Q16625
P51449,i,P35372
P25054,i,P04083
O00560,i,Q12846
Q04912,i,P35372
P42680,i,Q14155
P20226,i,P52655
Q68ED7,i,P18206
Q16566,i,P61978
Q13627,i,O00560
P42345,i,Q13418
Q07954,i,P31146
P24385,i,P17661
Q15746,i,Q9UQB3
O75385,i,P30101
P49959,i,O60716
P36507,i,P18206
Q8IWU2,i,Q9Y4G8
P40763,i,Q15366
P32298,i,O15511
Q9BQI3,i,P35372
Q8IZL9,i,P0DMV8
Q15139,i,Q92974
P05771,i,Q9Y4G8
P50750,i,P35241
Q12866,i,Q02750
Q15835,i,P61978
O43474,i,P13612
P53355,i,Q13418
PR:000003197,i,P27361
Q9NZC7,i,P04792
Q99986,i,Q05513
Q16589,i,P17655
Q9NRM7,i,Q03135
P11362,i,P30101
P16949,i,P28482
P29353,i,P62834
P32927,i,P39019
Q53ET0,i,P06396
P49674,i,P05023
P20248,i,Q9Y624
A0A173G4P4,i,P18206
P30153,i,P08473
P19388,i,P24385
P08047,i,P11021
Q02779,i,P13861
P24864,i,Q06787
P52292,i,P48549
P08100,i,P28482
Q9UKB1,i,P43405
P11309,i,O43707
Q96ST3,i,P84022
Q04771,i,P00533
A0A173G4P4,i,P13498
Q96Q15,i,P06396
Q13554,i,P11021
Q13043,i,P30050
Q13563,i,P35372
Q16543,i,Q02750
P35626,i,P62745
Q9H093,i,P62745
Q96S53,i,P0DMV8
P23443,i,P62834
Q6SA08,i,P31146
P33981,i,P21333
O95747,i,P62834
Q07157,i,Q9Y4G8
PR:000000066,i,O60716
Q8IY92,i,Q12959
O95999,i,Q14155
O75582,i,P11912
P35916,i,P27361
Q13153,i,Q16643
P53778,i,P35372
P68400,i,P61981
Q96BR1,i,P35372
O15530,i,P20339
P31751,i,P08473
PR:000049999,i,P62280
P45985,i,P22681
P35916,i,P11717
O14757,i,P10301
Q13131,i,Q14676
P48730,i,O00161
Q15418,i,P31749
P54753,i,Q12959
Q16539,i,O14974
P51813,i,P30101
P15056,i,P62745
Q96RG2,i,P17655
Q13237,i,P15311
Q683Z8,i,O60716
O15530,i,Q13393
Q13523,i,P46783
Q9UBS0,i,O15511
P08922,i,P04083
P41279,i,P31645
O76039,i,Q86UL8
P31323,i,P63000
O75676,i,P13861
Q14289,i,P46821
Q9H0K1,i,P52799
P07949,i,P62834
P36894,i,Q12846
A0A173G4P4,i,O60716
P29320,i,P0DMV8
Q9HCP0,i,P06396
O96013,i,P11274
O94921,i,P11717
Q16584,i,P62280
P49137,i,Q14160
P51451,i,Q13418
Q9UBE8,i,P05023
Q9UQM7,i,P39019
O00141,i,Q9UQB8
P45983,i,Q15417
Q13464,i,Q9Y2J2
O14757,i,Q02241
O15111,i,P12931
PR:000000019,i,O00560
Q00534,i,P07947
Q15831,i,P04792
PR:000029189,i,Q14289
P06239,i,P08473
P07949,i,P35241
P49841,i,O15511
P27361,i,P09497
P49760,i,P04040
P29317,i,P04083
Q96J92,i,Q8TEW0
Q13164,i,P35372
O60674,i,P13498
Q8IWQ3,i,P31146
P35968,i,P04040
P42680,i,P11912
A0A173G4P4,i,Q96N67
P42679,i,P27361
PR:000029896,i,P11717
Q9UQM7,i,P33151
PR:000010165,i,P05023
P78527,i,Q8IXM2
P98161,i,P15311
Q9UEW8,i,Q14155
Q13882,i,Q96N67
Q8TAI7,i,P61073
P06493,i,Q14524
P29322,i,P11021
P00519,i,Q13177
P30291,i,P0DMV8
Q13554,i,P51809
Q9Y463,i,P62745
P53355,i,P62258
P07948,i,Q9UK17
Q9NWZ3,i,Q15149
Q8IXL6,i,P0DMV8
Q16832,i,P11274
P48730,i,P11021
O95835,i,P06748
P06239,i,Q96QB1
P08581,i,P19022
Q5TCY1,i,P04792
Q92918,i,Q16625
P06213,i,P13498
Q96NX5,i,P06396
P41240,i,Q9UK17
O75716,i,P11021
Q2M2I8,i,P51809
Q15139,i,P27348
P49841,i,P61978
Q9Y2H1,i,O00560
Q06187,i,P26038
Q8IW41,i,O00560
O95835,i,P28482
P48729,i,P46783
P07947,i,P63104
P42684,i,Q8TEW0
P41240,i,P11274
P52333,i,P11717
P25098,i,P04040
P67775,i,Q9UQB8
Q9UQB9,i,O00560
Q9H3Y6,i,P28482
P45984,i,Q8WWI1
Q13237,i,Q16625
P54646,i,P08631
P67870,i,P06748
Q9UPZ9,i,P26038
Q8NER5,i,P39019
P49674,i,P38646
Q00535,i,P35611
Q9UQM7,i,Q9UQB3
Q05513,i,Q9H2B2
O75582,i,P19022
P00533,i,Q9NRD5
P22694,i,P06396
P52333,i,P05023
O94804,i,P08473
P48730,i,P07947
Q92918,i,P31645
P16591,i,P13498
P23458,i,Q9UQB8
Q13237,i,P08473
P31751,i,P63000
Q05397,i,P07900
P24941,i,Q13239
P15531,i,P18206
P16234,i,Q14118
P26927,i,Q14155
P29597,i,P04040
P49840,i,P13688
P34947,i,Q86UL8
PR:000003271,i,P26038
Q9Y2H1,i,P07737
P43405,i,O14786
O15530,i,Q7L0J3
P06493,i,Q07954
Q8TAS1,i,P06396
P35968,i,Q9Y4G8
Q15118,i,P35372
O95835,i,Q14155
Q16659,i,P62745
Q06187,i,P62745
P53779,i,P31946
P53779,i,P31146
O43318,i,O00560
P45984,i,P01116
O00444,i,P62258
P49841,i,P61764
P43405,i,P17655
Q9Y243,i,Q8WXH0
P12931,i,Q14160
Q02750,i,P30101
P11274,i,Q7L0J3
P49137,i,Q13153
P53350,i,P31431
O94768,i,P60953
Q9NYL2,i,P63000
Q9H3Y6,i,P11912
O75676,i,P06748
P51812,i,O14974
Q15831,i,O00161
Q06124,i,P11717
P04049,i,Q14511
P31749,i,P04156
P19525,i,Q12959
Q9UIG0,i,P62745
P16591,i,P27361
Q13535,i,Q16625
Q00536,i,P35241
Q13177,i,Q9UJU6
P23443,i,Q08209
P53355,i,Q8TEW0
P14618,i,P27361
Q86Y07,i,P13498
P42684,i,P46783
P04049,i,P08670
P37023,i,Q14155
P08069,i,P00749
Q00526,i,Q7L0J3
Q13976,i,Q14160
Q683Z8,i,P31146
Q9UBS0,i,Q86UL8
P12931,i,Q01814
P53779,i,Q14118
O75385,i,P11717
Q9Y2K2,i,Q14155
Q00535,i,Q9Y624
Q9Y6E0,i,Q14118
P49674,i,P30101
Q9BV47,i,Q02750
O94806,i,P23396
Q8IWQ3,i,Q9BR76
Q16539,i,P11233
P53779,i,P31431
P05129,i,Q05513
P14618,i,Q13153
O15530,i,Q05193
O95747,i,P62745
P11362,i,P11717
P16234,i,O60716
Q02156,i,Q14511
P06493,i,P31949
Q15300,i,P0DMV8
Q96PY6,i,Q92542
Q96GD4,i,P17813
A0A0S2Z3I6,i,P30050
Q14680,i,P35372
Q02763,i,P04040
Q9BZL6,i,P30101
Q15831,i,P13861
Q15139,i,P19022
P53778,i,P19022
Q5S007,i,P61006
Q06187,i,Q14118
O75582,i,Q13045
P23458,i,Q02750
Q8IWQ3,i,P18206
P06241,i,P36507
P41743,i,P12931
Q05513,i,P17600
P30291,i,P05023
Q13546,i,P63104
Q05655,i,Q00610
Q08881,i,P51809
O43781,i,O15511
Q99759,i,Q7L0J3
Q9Y478,i,P28482
P49841,i,O15117
Q96BR1,i,P28482
P00558,i,Q16625
P35626,i,O00560
P49336,i,P84098
O15530,i,O75581
Q15418,i,P35241
Q00535,i,Q00610
Q15746,i,P28482
Q38SD2,i,P27361
Q99683,i,P06396
Q8NG66,i,P17655
P47710,i,P27361
P00519,i,P54764
O95819,i,P18206
O00506,i,P11912
Q6P2M8,i,O60716
Q13233,i,P35372
Q8IY84,i,Q9BR76
Q8IWU2,i,P27361
P24723,i,Q14118
Q9H2G2,i,P18206
Q14164,i,Q86UL8
Q13153,i,P17655
Q8WTQ7,i,P31645
P54646,i,P25054
O00141,i,Q9Y624
O96017,i,P07947
P54646,i,P30101
Q96NX5,i,P04040
P04626,i,P43405
P51955,i,P06396
P36894,i,Q13705
Q9H4B4,i,Q92542
P27361,i,O14757
Q16816,i,P46783
P12931,i,P62260
Q8TD19,i,P62280
Q9UHD2,i,P13861
P24941,i,P21333
P19784,i,P12931
P46108,i,P31146
Q13188,i,P18206
Q9UM73,i,P31645
Q8N5S9,i,P06748
P19784,i,P08195
A0A173G4P4,i,P10301
P57059,i,Q05209
Q9UQ88,i,P04040
Q8NEV4,i,P31146
Q9BYP7,i,O60716
O96013,i,P46939
Q00536,i,P78352
P52564,i,P12931
Q9NYV4,i,P25054
Q86Z02,i,P11021
P49840,i,Q92542
O75914,i,P62745
Q86Z02,i,P28482
O00418,i,P27361
O00418,i,P29350
Q12851,i,P62745
Q04759,i,P04792
Q16816,i,Q9Y4G8
Q15831,i,O15511
Q00535,i,P36507
P19784,i,P50570
Q9NQU5,i,Q14118
Q92630,i,P17655
P51451,i,P63104
P27361,i,Q7L0J3
Q15139,i,P39019
P53350,i,Q96SB3
P53350,i,Q08209
Q00535,i,Q13009
Q9UQ88,i,O60716
P51812,i,Q14451
A0A024R1D8,i,P06396
P57059,i,O00560
Q9Y3S1,i,P11021
P51812,i,Q6UVK1
P53350,i,P41743
P22694,i,Q9Y4G8
Q9BUB5,i,P30050
Q9H2X6,i,P31946
Q8IW41,i,O43707
PR:000048327,i,O60716
P17612,i,Q8WXH0
P54646,i,P35241
Q96RR4,i,P27348
Q15139,i,P14923
Q00535,i,P16615
O95819,i,O00560
P07948,i,Q14289
O43353,i,P61978
Q9UQM7,i,Q07157
P09769,i,Q00610
P78527,i,P04792
Q00534,i,P28482
Q15831,i,P50570
Q99640,i,Q12959
P04626,i,Q14118
P51617,i,P0DMV8
Q13188,i,P13498
P50613,i,P00749
P31749,i,P16615
O75914,i,Q14118
Q9Y6K9,i,P41743
P41279,i,Q7L0J3
O75914,i,P18206
Q13188,i,P26038
Q9BWU1,i,P13861
A9UF07,i,P13498
Q9BYP7,i,P63101
P28482,i,Q9H3Z4
O14757,i,P53667
O00418,i,P62258
Q92630,i,Q00610
Q04759,i,P39019
P04629,i,P04083
O00311,i,Q92974
P07948,i,Q9Y2J2
Q9H4A3,i,Q92542
P31749,i,Q9NRD5
P78527,i,Q15599
P35626,i,Q13153
Q8TD19,i,Q96N67
O14733,i,P11021
Q9BUB5,i,P0DMV8
Q6IQ55,i,Q15555
Q06187,i,P11717
Q9HC98,i,P11717
Q9NYV4,i,Q14160
O96017,i,P31645
P05771,i,P08670
Q9Y3S1,i,P28482
Q16816,i,P62834
P48729,i,P13612
P22694,i,P05023
Q99558,i,P31431
O00418,i,Q9Y4G8
P22612,i,P04083
Q04759,i,P61073
Q96L34,i,P60953
Q13976,i,P63328
Q16512,i,Q14118
P53667,i,P04083
Q9UQM7,i,Q8WX93
Q9BXM7,i,P31146
P08069,i,P28482
P53355,i,Q14118
Q13188,i,Q9Y4G8
Q15759,i,P38646
Q9BYP7,i,P63328
P07949,i,P26038
Q6P5Z2,i,P19022
O00418,i,Q13418
Q96RR4,i,O00161
P28482,i,Q05655
P05129,i,P12830
Q8TDX7,i,Q02750
Q9Y243,i,P27348
Q99558,i,O00560
O94768,i,O60716
P34947,i,P61160
Q8N5S9,i,O75955
Q16539,i,P08631
O60885,i,Q9BR76
Q8TDX7,i,P61978
P29323,i,Q92974
P48736,i,Q14160
Q9HC98,i,Q9BR76
P49760,i,O60716
P21127,i,P06396
P30291,i,Q9BR76
Q15569,i,P04040
P43403,i,Q86UL8
P04049,i,P05023
Q7L7X3,i,P35372
Q15139,i,P50281
Q99558,i,Q14451
Q13177,i,P41743
O00418,i,P25054
Q8N5S9,i,Q8WXH0
P50750,i,P05023
Q9P286,i,P31146
P42680,i,Q92974
Q6P5Z2,i,O00161
P00519,i,Q14155
P09769,i,P11912
P51617,i,P30101
Q9NYY3,i,P62834
Q9UEW8,i,O15511
O00418,i,P07737
P22694,i,P31146
Q9NYV4,i,P60953
P49137,i,Q15366
